College_Name,Districts,States,Ownership,Fees,Btech_Courses,Mtech_Courses,Rating
"Salem College of Engineering and Technology, Salem",Selliamman Nagar, Tamil Nadu,Private,Null,B.E /B.Tech (10 Courses),M.E /M.Tech. (3 Courses),5.0/5
"Salem Kongu Polytechnic College, Salem",Salem, Tamil Nadu,Private,Null,Null,Null,Null
"SSC Salem - Salem Sowdeswari College, Salem",Salem, Tamil Nadu,Private,Null,Null,Null,5.0/5
"SAL Engineering and Technical Institute, Ahmedabad",Ahmedabad, Gujarat,Private,Null,B.E /B.Tech (6 Courses),Null,4.5/5
"SAL Institute of Diploma Studies, Ahmedabad",Ahmedabad, Gujarat,Private,Null,Null,Null,Null
"SAL Institute of Engineering, Ahmedabad",Ahmedabad, Gujarat,Private,Null,B.E /B.Tech (9 Courses),Null,Null
"Sal Institute of Technology and Engineering Research, Ahmedabad",Ahmedabad, Gujarat,Private,Null,B.E /B.Tech (10 Courses),M.E /M.Tech. (4 Courses),3.5/5
"SAL School of Architecture, Ahmedabad",Ahmedabad, Gujarat,Private,   4.85 L,Null,Null,Null
"Samalkha Group of Institutions, Panipat",Panipat, Haryana,Private,   4.89 L,B.E /B.Tech (14 Courses),M.E /M.Tech. (5 Courses),3.7/5
"Samanta Chandra Sekhar Institute of Technology Management, Semiliguda",Koraput, Odisha,Private,Null,B.E /B.Tech (6 Courses),Null,Null
"Samarth College of Engineering and Technology, Sabarkantha",Himmatnagar, Gujarat,Private,Null,B.E /B.Tech (4 Courses),Null,Null
"BELHE Pune - Samarth Group of Institutions, Pune",Belhe, Maharashtra,Private,   3.60 L,B.E /B.Tech (8 Courses),Null,3.0/5
"Samarth Polytechnic, Belhe",Belhe, Maharashtra,Private,Null,Null,Null,Null
"Sambalpur University Institute of Information Technology, Burla",Burla, Odisha,Government,   3.92 L,B.E /B.Tech (8 Courses),M.E /M.Tech. (3 Courses),4.5/5
"Sambalpur University - Sambalpur University, Sambalpur",Sambalpur, Odisha,Government,   55.50 K,B.E /B.Tech (8 Courses),Null,3.5/5
"Sambhal College of Engineering and Management, Sambhal",Sambhal, Uttar Pradesh,Private,Null,Null,Null,Null
"SaIT Bangalore - Sambhram Institute of Technology, Bangalore",Bangalore, Karnataka,Private,Null,B.E /B.Tech (8 Courses),M.E /M.Tech. (4 Courses),3.5/5
"SAMCET Bhopal - SAM College of Engineering and Technology, Bhopal",Sagoni Kalan, Madhya Pradesh,Private,Null,B.E /B.Tech (7 Courses),M.E /M.Tech. (4 Courses),3.5/5
"SAM Global University, Bhopal",Bhopal, Madhya Pradesh,Private,Null,B.E /B.Tech (7 Courses),Null,3.0/5
"SHUATS Allahabad - Sam Higginbottom Institute of Agriculture Technology and Science, Allahabad",Allahabad, Uttar Pradesh,Government,   5.60 L,B.E /B.Tech (9 Courses),M.E /M.Tech. (39 Courses),3.9/5
"Samhitha Degree College, Rajahmundry",Rajahmundry, Andhra Pradesh,Private,Null,Null,Null,4.2/5
"Sampoorna Group Of Institutions, Bangalore",Bangalore, Karnataka,Private,   3.60 L,B.E /B.Tech (7 Courses),Null,4.0/5
"Samrat Ashok Polytechnic, Chalisgaon",Chalisgaon, Maharashtra,Private,Null,Null,Null,Null
"Samrat Ashok Technological Institute Polytechnic College, Vidisha",Vidisha, Madhya Pradesh,Private,   79.73 K,Null,Null,4.5/5
"S.A.T.I. Vidisha - Samrat Ashok Technological Institute, Vidisha",Vidisha, Madhya Pradesh,Private,   3.46 L,B.E /B.Tech (9 Courses),M.E /M.Tech. (5 Courses),3.8/5
"Samrat College, Berhampur",Berhampur, Odisha,Private,   1.24 L,Null,Null,Null
"SAMS College of Engineering and Technology, Chennai",Chennai, Tamil Nadu,Private,Null,B.E /B.Tech (9 Courses),Null,2.0/5
"Samskruti College of Engineering and Technology, Hyderabad",Hyderabad, Telangana,Private,   2.88 L,B.E /B.Tech (7 Courses),Null,4.8/5
"Samuel Polytechnic College, Tuticorin",Mudivaithanendal, Tamil Nadu,Private,Null,Null,Null,Null
"Samundra Institute of Maritime Studies, Pune",Pune, Maharashtra,Private,Null,Null,Null,5.0/5
"San Academy of Architecture, Coimbatore",Coimbatore, Tamil Nadu,Private,Null,Null,Null,Null
"Sana Engineering College, Kodad",Kodad, Telangana,Private,Null,B.E /B.Tech (9 Courses),M.E /M.Tech. (7 Courses),2.2/5
"SETGOI Durgapur - Sanaka Educational Trust's Group of Institutions, Durgapur",Durgapur, West Bengal,Private,   2.73 L,B.E /B.Tech (6 Courses),Null,2.5/5
"Sana Polytechnic, Kodad",Kodad, Telangana,Private,Null,Null,Null,Null
"SD College Ambala - Sanatan Dharma College, Ambala",Ambala Cantt, Haryana,Private,Null,Null,Null,3.1/5
"Sandipani Technical Campus Faculty of Engineering and Polytechnic, Latur",Kolpa, Maharashtra,Private,Null,B.E /B.Tech (4 Courses),Null,Null
"SIEM Nashik - Sandip Institute of Engineering and Management, Nashik",Nashik, Maharashtra,Private,Null,B.E /B.Tech (5 Courses),Null,4.2/5
"Sandip Institute of Polytechnic, Nashik",Nashik, Maharashtra,Private,Null,Null,Null,Null
"SITRC Nashik - Sandip Institute of Technology and Research Center, Nashik",Mahiravni, Maharashtra,Private,Null,B.E /B.Tech (8 Courses),M.E /M.Tech. (2 Courses),4.7/5
"Sandip Polytechnic, Nashik",Nashik, Maharashtra,Private,Null,Null,Null,5.0/5
"Sandip University, Nashik",Nashik, Maharashtra,Private,Null,Null,M.E /M.Tech. (11 Courses),4.3/5
"Sandip University, Sijoul",Madhubani, Bihar,Private,   4 L,B.E /B.Tech (6 Courses),Null,3.8/5
"Sandur Polytechnic, Bellary",Bellary, Karnataka,Private,Null,Null,Null,Null
"Sangam University, Bhilwara",Bhilwara, Rajasthan,Private,   2.55 L,Null,Null,4.7/5
"Sanghavi College of Engineering, Nashik",Nashik, Maharashtra,Private,   2.64 L,B.E /B.Tech (4 Courses),Null,Null
"Sanghvi Innovative Academy, Indore",Indore, Madhya Pradesh,Private,Null,B.E /B.Tech (5 Courses),Null,3.0/5
"Sanghvi Institute of Engineering and Technology, Indore",Indore, Madhya Pradesh,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"SIMS Indore - Sanghvi Institute of Management and Science, Indore",Indore, Madhya Pradesh,Private,Null,B.E /B.Tech (5 Courses),M.E /M.Tech. (5 Courses),3.8/5
"Sangola College, Sangola",Kedarwadi, Maharashtra,Private,Null,Null,Null,Null
"Sanjaybhai Rajguru College of Diploma Engineering, Rajkot",Rajkot, Gujarat,Private,Null,Null,Null,Null
"Sanjaybhai Rajguru College of Engineering, Rajkot",Rajkot, Gujarat,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"Sanjay Bhokare Group of Institutes, Miraj",Miraj, Maharashtra,Private,Null,B.E /B.Tech (7 Courses),Null,4.0/5
"Sanjay Education Society's College of Engineering, Dhule",Vani Budruk, Maharashtra,Private,Null,B.E /B.Tech (4 Courses),Null,4.0/5
"Sanjay Gandhi Government Polytechnic, Adilabad",Adilabad, Telangana,Government,   11.40 K,Null,Null,Null
"Sanjay Gandhi Institute of Dairy Technology, Patna",Patna, Bihar,Government,   29.10 K,Null,Null,4.0/5
"Sanjay Gandhi Polytechnic, Bellary",Ballari, Karnataka,Private,Null,Null,Null,5.0/5
"Sanjay Gandhi Polytechnic, Jagdishpur",Sultanpur, Uttar Pradesh,Government,Null,Null,Null,Null
"Sanjay Ghodawat Institute, Kolhapur",Kolhapur, Maharashtra,Private,Null,Null,Null,Null
"Sanjay Ghodawat Polytechnic, Kolhapur",Kolhapur, Maharashtra,Private,   1.55 L,Null,Null,Null
"Sanjay Ghodawat University, Kolhapur",Mangaonwadi, Maharashtra,Private,   1.35 L,B.E /B.Tech (8 Courses),M.E /M.Tech. (7 Courses),4.2/5
"Sanjay Institute of Engineering and Management, Mathura",Atas Bangar, Uttar Pradesh,Private,Null,B.E /B.Tech (4 Courses),Null,Null
"SMIT Berhampur - Sanjay Memorial Institute of Technology, Berhampur",Ganjam, Odisha,Private,Null,B.E /B.Tech (6 Courses),Null,3.8/5
"Sanjay Memorial Polytechnic, Shivamogga",Shivamogga, Karnataka,Private,   20.84 K,Null,Null,Null
"SAGE University, Bhopal - Sanjeev Agrawal Global Educational University, Bhopal",Bhopal, Madhya Pradesh,Private,   3 L,B.E /B.Tech (5 Courses),M.E /M.Tech. (6 Courses),3.6/5
"Sanjeevan Engineering and Technology Institute, Kolhapur",Kolhapur, Maharashtra,Private,Null,B.E /B.Tech (7 Courses),Null,2.0/5
"Sanjeevani Hospital and Medical Research Institute, Haridwar",Haridwar, Uttarakhand,Private,Null,Null,Null,Null
"Sanjeev College of Arts and Science, Kakinada",Kakinada, Andhra Pradesh,Private,Null,Null,Null,Null
"Sanjivani College of Engineering, Kopargaon",Kopargaon, Maharashtra,Private,   6.04 L,B.E /B.Tech (8 Courses),M.E /M.Tech. (4 Courses),5.0/5
"Sanjivani KBP Polytechnic, Kopargaon",Kopargaon, Maharashtra,Private,Null,Null,Null,4.8/5
"Sankalchand Patel College of Engineering, Visnagar",Mehsana, Gujarat,Private,Null,B.E /B.Tech (7 Courses),M.E /M.Tech. (2 Courses),3.9/5
"Sankara Polytechnic College, Coimbatore",Coimbatore, Tamil Nadu,Private,Null,Null,Null,Null
"Sankar Polytechnic College, Tirunelveli",Thalaiyuthu, Tamil Nadu,Private,Null,Null,Null,Null
"Sanketika Institute of Technology and Management, Visakhapatnam",Visakhapatnam, Andhra Pradesh,Private,Null,B.E /B.Tech (5 Courses),M.E /M.Tech. (4 Courses),3.9/5
"Sanketika Polytechnic College, Visakhapatnam",Visakhapatnam, Andhra Pradesh,Private,Null,Null,Null,5.0/5
"Sanketika Vidya Parishad Engineering College, Visakhapatnam",Visakhapatnam, Andhra Pradesh,Private,Null,B.E /B.Tech (7 Courses),M.E /M.Tech. (11 Courses),2.7/5
"SRPCE Nagpur - Sanmarg Shikshan Sanstha Smt Radhikatai Pandav College of Engineering, Nagpur",Nagpur, Maharashtra,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"Sanmati Engineering College, Washim",Washim, Maharashtra,Private,   3.56 L,B.E /B.Tech (5 Courses),M.E /M.Tech. (2 Courses),5.0/5
"Sanskar College of Architecture and Planning, Ghaziabad",Ghaziabad, Uttar Pradesh,Private,   5.77 L,Null,Null,Null
"Sanskar College of Engineering and Technology, Ghaziabad",Ghaziabad, Uttar Pradesh,Private,   1.35 L,B.E /B.Tech (5 Courses),Null,Null
"Sanskrithi School of Engineering, Puttaparthi",Puttaparthi, Andhra Pradesh,Private,   1.60 L,B.E /B.Tech (5 Courses),Null,4.0/5
"Sanskriti University, Mathura",Mathura, Uttar Pradesh,Private,   1.47 L,B.E /B.Tech (12 Courses),Null,4.2/5
"Sant Baba Attar Singh Government Polytechnic College, Badbar",Badbar, Punjab,Government,   84.92 K,Null,Null,Null
"Sant Baba Bhag Singh Institute of Engineering and Technology, Jalandhar",Khiala, Punjab,Private,Null,B.E /B.Tech (6 Courses),Null,3.6/5
"Sant Baba Bhag Singh University, Jalandhar",Jalandhar, Punjab,Private,   4.13 L,B.E /B.Tech (4 Courses),Null,4.0/5
"Sant Baba Prem Singh Memorial Government Polytechnic College, Begowal",Begowal, Punjab,Government,Null,Null,Null,Null
"SGBAU Amravati - Sant Gadge Baba Amravati University, Amravati",Amravati, Maharashtra,Government,   3.60 L,B.E /B.Tech (5 Courses),M.E /M.Tech. (13 Courses),4.2/5
"Sant Gajanan Maharaj College of Engineering, Mahagaon",Chinchewadi, Maharashtra,Private,   2.40 L,B.E /B.Tech (5 Courses),Null,3.0/5
"Sant Gajanan Maharaj Rural Polytechnic, Mahagaon",Mahagaon, Maharashtra,Private,Null,Null,Null,Null
"Sant Hari Dass College of Higher Education, New Delhi",New Delhi, Delhi,Private,Null,Null,Null,3.5/5
"SREC Kurnool - Santhiram Engineering College, Kurnool",Kurnool, Andhra Pradesh,Private,Null,B.E /B.Tech (7 Courses),Null,5.0/5
"Santiniketan Institute of Polytechnic, Birbhum",Birbhum, West Bengal,Private,   1 L,Null,Null,Null
"Santiniketan Polytechnic, Bardhaman",Burdwan, West Bengal,Private,   1.17 L,Null,Null,Null
"SLIET - Sant Longowal Institute of Engineering and Technology, Longowal",Longowal, Punjab,Government,Null,B.E /B.Tech (14 Courses),Null,4.2/5
"Santosh N Darade Polytechnic, Babhulgaon",Bhatgaon, Maharashtra,Private,Null,Null,Null,Null
"Sant Ravidas Government Polytechnic, Chandauli",Chandauli, Uttar Pradesh,Government,   79.05 K,Null,Null,Null
"Sant Singh Sukha Singh College of Commerce for Women, Amritsar",Amritsar, Punjab,Private,Null,Null,Null,Null
"Sant Tukaram Polytechnic, Pune",Induri, Maharashtra,Private,Null,Null,Null,Null
"SA Polytechnic College, Chennai",Chennai, Tamil Nadu,Private,Null,Null,Null,Null
"Sapthagiri College of Engineering, Dharmapuri",Periyanahalli, Tamil Nadu,Private,Null,B.E /B.Tech (9 Courses),M.E /M.Tech. (3 Courses),4.5/5
"Sapthagiri NPS University, Bengaluru",Bangalore, Karnataka,Private,   10 L,B.E /B.Tech (7 Courses),Null,3.1/5
"Sarabhai Institute of Science and Technology, Thiruvananthapuram",Thiruvananthapuram, Kerala,Private,Null,B.E /B.Tech (6 Courses),M.E /M.Tech. (6 Courses),2.9/5
"SISTAM Srikakulam - Sarada Institute of Science, Technology and Management, Srikakulam",Srikakulam, Andhra Pradesh,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"Sarada Institute of Technology and Science, Raghunadhapalem",Khammam, Telangana,Private,Null,Null,M.E /M.Tech. (5 Courses),Null
"Saraf Institute of Engineering and Technology, Hanumangarh",Hanumangarh Town, Rajasthan,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"SA Rajas Polytechnic College, Tirunelveli",Tirunelveli, Tamil Nadu,Private,Null,Null,Null,Null
"Sarala Birla University, Ranchi",Ranchi, Jharkhand,Private,   2.73 L,B.E /B.Tech (13 Courses),Null,4.5/5
"Saranathan College of Engineering, Tiruchirappalli",Panjappur, Tamil Nadu,Private,Null,B.E /B.Tech (10 Courses),M.E /M.Tech. (4 Courses),3.9/5
"Sarang Institute of Polytechnic, Tumkur",Tumkur, Karnataka,Private,Null,Null,Null,Null
"Saraswathi Velu College of Engineering, Vellore",Vellore, Tamil Nadu,Private,Null,B.E /B.Tech (4 Courses),Null,3.5/5
"Saraswathy College of Engineering and Technology, Villupuram",Tindivanam, Tamil Nadu,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"Saraswati College of Engineering, Navi Mumbai",Navi Mumbai, Maharashtra,Private,   4.60 L,B.E /B.Tech (7 Courses),Null,4.2/5
"Saraswati Higher Education and Technical College of Engineering, Varanasi",Varanasi, Uttar Pradesh,Private,   3.46 L,B.E /B.Tech (7 Courses),Null,2.0/5
"Saraswati Higher Education and Technical College of Polytechnic, Varanasi",Varanasi, Uttar Pradesh,Private,Null,Null,Null,Null
"Saraswati Institute of Engineering and Technology, Ghaziabad",Ghaziabad, Uttar Pradesh,Private,   96.75 K,B.E /B.Tech (4 Courses),Null,3.5/5
"Saraswati Institute of Engineering and Technology, Jabalpur",Jabalpur, Madhya Pradesh,Private,Null,B.E /B.Tech (6 Courses),Null,Null
"Saraswati Institute of Technology and Management, Lucknow",Lucknow, Uttar Pradesh,Private,   3.48 L,B.E /B.Tech (6 Courses),Null,Null
"Saraswati Institute of Technology, Navi Mumbai",Navi Mumbai, Maharashtra,Private,   1.77 L,Null,Null,Null
"Saraswati Polytechnic College, Bathinda",Bathinda, Punjab,Private,   84.45 K,Null,Null,Null
"Saraswati Polytechnic College, Khetri",Khetri, Rajasthan,Private,Null,Null,Null,Null
"SAR College of Architecture, Vijayawada",Vijayawada, Andhra Pradesh,Private,Null,Null,Null,Null
"BCET Gurdaspur - Sardar Beant Singh State University, Gurdaspur",Gurdaspur, Punjab,Government,   3.11 L,B.E /B.Tech (14 Courses),Null,4.3/5
"Sardar Begum Memorial Degree College, Hasanpur",Phulpur Bisalpur, Uttar Pradesh,Private,Null,Null,Null,Null
"Sardar Bhagwan Singh University, Dehradun",Dehradun, Uttarakhand,Private,   1.44 L,Null,Null,4.1/5
"Sardar Kewal Singh Group of Institutes, Kurukshetra",Kurukshetra, Haryana,Private,   89 K,Null,Null,Null
"SDAU Sardarkrushinagar - Sardarkrushinagar Dantiwada Agricultural University, Sardarkrushinagar",Banaskantha, Gujarat,Government,Null,B.E /B.Tech (3 Courses),M.E /M.Tech. (5 Courses),4.0/5
"Sardar Patel College Of Engineering, Bakrol",Vallabh Vidhyanagar, Gujarat,Private,   2.41 L,B.E /B.Tech (6 Courses),Null,2.8/5
"SPCE Mumbai - Sardar Patel College of Engineering, Mumbai",Mumbai, Maharashtra,Private,   3.39 L,B.E /B.Tech (3 Courses),M.E /M.Tech. (5 Courses),4.2/5
"Sardar Patel College of Technology, Balaghat",Balaghat, Madhya Pradesh,Private,Null,B.E /B.Tech (5 Courses),Null,5.0/5
"Sardar Patel Institute of Technology and Management, Mandleshwar",Thangoan, Madhya Pradesh,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"SPIT Mumbai - Sardar Patel Institute of Technology, Mumbai",Mumbai, Maharashtra,Private,   6.91 L,B.E /B.Tech (7 Courses),Null,4.2/5
"Sardar Patel Polytechnic College, Khargone",Khargone, Madhya Pradesh,Private,Null,Null,Null,Null
"Sardar Patel University (SPU), Balaghat - Sardar Patel University, Balaghat",Balaghat, Madhya Pradesh,Private,   1.36 L,B.E /B.Tech (4 Courses),M.E /M.Tech. (5 Courses),Null
"Sardar Patel University of Police Security and Criminal Justice, Jodhpur",Daijar, Rajasthan,Government,   3.04 L,Null,Null,Null
"Sardar Patel University, Vallabh Vidyanagar",Vallabh Vidhyanagar, Gujarat,Government,Null,Null,Null,4.2/5
"Sardar Raja College of Engineering, Tirunelveli",Tirunelveli, Tamil Nadu,Private,Null,B.E /B.Tech (6 Courses),M.E /M.Tech. (7 Courses),3.8/5
"Sardar Vallabhbai Polytechnic College, Bhopal",Bhopal, Madhya Pradesh,Government,Null,Null,Null,Null
SVNIT Surat - Sardar Vallabhbhai National Institute of Technology Surat,Surat, Gujarat,Government,   5.83 L,B.E /B.Tech (7 Courses),M.E /M.Tech. (43 Courses),4.1/5
"Sardar Vallabh Bhai Patel College of Polytechnic, Bareilly",Bareilly, Uttar Pradesh,Private,Null,Null,Null,Null
"Sardar Vallabhbhai Patel Institute of Technology, Anand",Vasad, Gujarat,Private,   2.96 L,B.E /B.Tech (9 Courses),M.E /M.Tech. (4 Courses),3.4/5
"SVPISTM Coimbatore - Sardar Vallabhbhai Patel International School of Textile Management, Coimbatore",Coimbatore, Tamil Nadu,Government,   2.78 L,Null,Null,Null
"Sardar Vallabhbhai Patel Polytechnic, Mumbai",Mumbai, Maharashtra,Private,Null,Null,Null,Null
"Sardar Vallabhbhai Patel University of Agriculture and Technology, Meerut",Meerut, Uttar Pradesh,Government,Null,Null,M.E /M.Tech. (2 Courses),3.5/5
"Saroj College of Engineering and Polytechnic, Lucknow",Lucknow, Uttar Pradesh,Private,   84 K,Null,Null,Null
"Sarojini Institute of Technology, Krishna",Vijayawada, Andhra Pradesh,Private,Null,B.E /B.Tech (5 Courses),Null,3.0/5
"Saroj Institute of Management and Technology, Lucknow",Lucknow, Uttar Pradesh,Private,Null,B.E /B.Tech (11 Courses),Null,0.5/5
"SITM Lucknow - Saroj Institute of Technology and Management, Lucknow",Lucknow, Uttar Pradesh,Private,   3.40 L,B.E /B.Tech (15 Courses),M.E /M.Tech. (5 Courses),2.7/5
"Saroj Mohan Institute of Technology, Hooghly",Guptipara, West Bengal,Private,   1.10 L,B.E /B.Tech (6 Courses),Null,3.5/5
"SCET Surat - Sarvajanik College of Engineering and Technology, Surat",Surat, Gujarat,Private,   4.72 L,B.E /B.Tech (9 Courses),Null,4.1/5
"Sarvepalli Radhakrishnan University, Bhopal",Bhopal, Madhya Pradesh,Private,Null,B.E /B.Tech (9 Courses),M.E /M.Tech. (9 Courses),4.0/5
"Sarvodaya Polytechnic College, Azamgarh",Azamgarh, Uttar Pradesh,Private,   90.45 K,Null,Null,Null
"Sarvoday Polytechnic Institute, Limbdi",Limbdi, Gujarat,Private,   90 K,Null,Null,Null
"Sarvottam Institute of Technology and Management, Greater Noida",Greater Noida, Uttar Pradesh,Private,   2.84 L,B.E /B.Tech (4 Courses),Null,4.2/5
"Sasi Creative Institute of Design, Coimbatore",Coimbatore, Tamil Nadu,Private,Null,Null,Null,Null
"Sasi Creative School of Architecture, Coimbatore",Coimbatore, Tamil Nadu,Private,Null,Null,Null,Null
"SITE - Sasi Institute of Technology and Engineering, Tadepalligudem",West Godavari, Andhra Pradesh,Private,   1.83 L,B.E /B.Tech (12 Courses),M.E /M.Tech. (5 Courses),2.8/5
"Sasmira Institute of Man Made Textiles, Mumbai",Mumbai, Maharashtra,Private,Null,Null,Null,Null
"SASS Government Polytechnic College, Talwara",Talwara, Punjab,Government,   84.92 K,Null,Null,Null
"Sasurie Academy of Engineering, Coimbatore",Tiruppur, Tamil Nadu,Private,Null,B.E /B.Tech (5 Courses),Null,2.5/5
"Sasurie College of Engineering, Tirupur",Vijayamangalam, Tamil Nadu,Private,Null,B.E /B.Tech (9 Courses),M.E /M.Tech. (5 Courses),4.2/5
"Satara College of Engineering and Management, Satara",Kondhavli, Maharashtra,Private,Null,B.E /B.Tech (4 Courses),Null,Null
"Satara Polytechnic, Satara",Satara, Maharashtra,Private,Null,Null,Null,Null
"Satavahana University, Karimnagar",Karimnagar, Telangana,Government,Null,Null,Null,3.5/5
"Sathyabama University - Sathyabama Institute of Science and Technology, Chennai",Chennai, Tamil Nadu,Private,Null,B.E /B.Tech (28 Courses),M.E /M.Tech. (14 Courses),4.3/5
"SKITM Bahadurgarh - Sat Kabir Institute of Technology and Management, Bahadurgarh",Shahpur, Haryana,Private,   2.80 L,B.E /B.Tech (5 Courses),M.E /M.Tech. (2 Courses),Null
"Sat Priya Group of Institutions, Rohtak",Rohtak, Haryana,Private,Null,B.E /B.Tech (4 Courses),M.E /M.Tech. (4 Courses),Null
"Sat Priya School of Architecture and Design, Rohtak",Rohtak, Haryana,Private,Null,Null,Null,Null
"Satpuda College of Engineering and Polytechnic, Balaghat",Balaghat, Madhya Pradesh,Private,Null,Null,Null,Null
"Satyadev Institute of Technology, Ghazipur",Ghazipur, Uttar Pradesh,Private,Null,Null,Null,Null
"Satya Group of Institutions, Faridabad",Faridabad, Haryana,Private,Null,B.E /B.Tech (5 Courses),Null,3.3/5
"SITAM Vizianagaram - Satya Institute of Technology and Management, Vizianagaram",Vizianagaram, Andhra Pradesh,Private,Null,B.E /B.Tech (6 Courses),Null,Null
"Satyam College of Engineering and Technology, Kanyakumari",Aralvaimozhi, Tamil Nadu,Private,Null,B.E /B.Tech (6 Courses),M.E /M.Tech. (5 Courses),Null
"Satyam College of Engineering, Ghaziabad",Pilkhuwa, Uttar Pradesh,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"Satyam College of Polytechnic, Jalandhar",Jalandhar, Punjab,Private,Null,Null,Null,Null
"Satyam Education and Social Welfare society Group of Institution's Satyam College, Bhopal",Bhopal, Madhya Pradesh,Private,Null,B.E /B.Tech (4 Courses),Null,Null
"Satyam Fashion Institute, Noida",Noida, Uttar Pradesh,Private,Null,Null,Null,4.1/5
"Satyam Institute of Engineering and Technology, Amritsar",Amritsar, Punjab,Private,   3.10 L,B.E /B.Tech (5 Courses),M.E /M.Tech. (2 Courses),2.0/5
"Satyam Institute of Technology, Beawar",Sanwa, Rajasthan,Private,Null,Null,Null,Null
"Satyam International Institute of Technology, Patna",Patna, Bihar,Private,Null,Null,Null,Null
"Satyam Polytechnic and Pharmacy College, Amritsar",Amritsar, Punjab,Private,Null,Null,Null,Null
"Satyanand Dimri Government Polytechnic, Barkot",Barkot, Uttarakhand,Government,Null,Null,Null,Null
"Satyasai Engineering College, Balasore",Balasore, Odisha,Private,Null,B.E /B.Tech (6 Courses),M.E /M.Tech. (3 Courses),Null
"Satya Sree Parimala Polytechnic, East Godavari",Rajahmundry, Andhra Pradesh,Private,Null,Null,Null,Null
"Satyug Darshan Institute of Engineering and Technology, Faridabad",Chakmajai, Haryana,Private,Null,B.E /B.Tech (2 Courses),Null,4.1/5
"Sau KSK College of Food Technology, Beed",Beed, Maharashtra,Private,   3.46 L,Null,Null,Null
"Sau Nirmalatai P Patil Women's Polytechnic College, Jalgaon",Jalgaon, Maharashtra,Private,Null,Null,Null,Null
"Saurashtra University - Saurashtra University, Rajkot",Rajkot, Gujarat,Government,Null,Null,Null,3.0/5
"Sau Shantidevi Chavan Institute of Engineering and Technology Polytechnic, Jalgaon",Ranjangaon, Maharashtra,Private,   67.17 K,Null,Null,Null
"SAU Sundarbai Manik Adsul Polytechnic, Ahmednagar",Ahmednagar, Maharashtra,Private,Null,Null,Null,Null
"Saveetha College of Architecture and Design, Chennai",Chennai, Tamil Nadu,Private,Null,Null,Null,Null
"Saveetha College of Liberal Arts and Science, Chennai",Chennai, Tamil Nadu,Private,Null,Null,Null,Null
"Saveetha Engineering College, Chennai",Chennai, Tamil Nadu,Private,Null,B.E /B.Tech (19 Courses),Null,4.0/5
"SSE Chennai - Saveetha School of Engineering, Chennai",Kuthambakkam, Tamil Nadu,Private,Null,B.E /B.Tech (16 Courses),M.E /M.Tech. (9 Courses),4.4/5
"Savera Educational Trust Group of Institutions, Gurgaon",Farukh Nagar, Haryana,Private,   2.32 L,B.E /B.Tech (5 Courses),M.E /M.Tech. (3 Courses),3.2/5
"Savita Devi Institute of Technology, Meerut",Meerut, Uttar Pradesh,Private,Null,Null,Null,Null
"Savitri Bai Phule Government Girls Polytechnic, Saharanpur",Ugranu Aht., Uttar Pradesh,Government,   33.92 K,Null,Null,Null
"Savitri Bai Phule Government Polytechnic, Azamgarh",Azamgarh, Uttar Pradesh,Government,Null,Null,Null,Null
"UNIPUNE (Pune University) - Savitribai Phule Pune University, Pune",Pune, Maharashtra,Government,Null,Null,M.E /M.Tech. (27 Courses),4.4/5
"Savitribai Phule Women's Engineering College, Aurangabad",Maliwada, Maharashtra,Private,Null,B.E /B.Tech (2 Courses),Null,Null
"Sawai Madhopur College of Engineering and Technology, Sawai Madhopur",Pachipalya, Rajasthan,Private,   2.40 L,B.E /B.Tech (5 Courses),Null,Null
"SBCMS Institute of Technology, Hoshiarpur",Mukerian, Punjab,Private,Null,Null,Null,Null
"SBES College of Science, Aurangabad",Aurangabad, Maharashtra,Private,   33.97 K,Null,Null,4.0/5
"SB Institute of Engineering and Technology, Kaithal",Pundri, Haryana,Private,   2.55 L,B.E /B.Tech (5 Courses),M.E /M.Tech. (3 Courses),4.0/5
"SBJITMR Nagpur - SB Jain Institute of Technology Management and Research, Nagpur",Dorli, Maharashtra,Private,   4.49 L,B.E /B.Tech (6 Courses),Null,3.7/5
"SBM College of Engineering and Technology, Dindigul",Dindigul, Tamil Nadu,Private,Null,B.E /B.Tech (5 Courses),M.E /M.Tech. (7 Courses),Null
"SBM Polytechnic College, Dindigul",Dindigul, Tamil Nadu,Private,Null,Null,Null,Null
"SB Patil College of Architecture and Design, Pune",Pimpri-Chinchwad, Maharashtra,Private,   5.86 L,Null,Null,4.0/5
"SBPCOE Pune - SB Patil College of Engineering, Pune",Vangali, Maharashtra,Private,Null,B.E /B.Tech (6 Courses),Null,2.0/5
"SB Patil Polytechnic, Indapur",Vangali, Maharashtra,Private,Null,Null,Null,Null
"SB Polytechnic, Savli",Savli, Gujarat,Private,   1.32 L,Null,Null,Null
"SCAD College of Engineering and Technology, Tirunelveli",Cheranmahadevi, Tamil Nadu,Private,Null,B.E /B.Tech (5 Courses),M.E /M.Tech. (3 Courses),Null
